pin,slack
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr_cry[6]:FCI,17186
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr_cry[6]:FCO,17186
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr_cry[6]:S,17319
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/empty_out_2:A,10897
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/empty_out_2:B,17483
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/empty_out_2:C,8830
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/empty_out_2:D,9953
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/empty_out_2:Y,8830
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CtrlReg[0]:ALn,16528
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CtrlReg[0]:CLK,16120
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CtrlReg[0]:D,17936
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CtrlReg[0]:EN,13347
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CtrlReg[0]:Q,16120
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/NextCountPulse_0_sqmuxa_1_0_a3:A,14188
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/NextCountPulse_0_sqmuxa_1_0_a3:B,14140
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/NextCountPulse_0_sqmuxa_1_0_a3:C,15078
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/NextCountPulse_0_sqmuxa_1_0_a3:Y,14140
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/next_count_ddr_enable_0_sqmuxa_0_a3:A,16493
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/next_count_ddr_enable_0_sqmuxa_0_a3:B,16395
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/next_count_ddr_enable_0_sqmuxa_0_a3:Y,16395
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_50:IPA,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/spi_clk_nextd4_NE_1:A,13916
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/spi_clk_nextd4_NE_1:B,13825
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/spi_clk_nextd4_NE_1:C,13764
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/spi_clk_nextd4_NE_1:D,13644
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/spi_clk_nextd4_NE_1:Y,13644
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/prdata_0_iv[12]:A,74531
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/prdata_0_iv[12]:B,76340
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/prdata_0_iv[12]:C,35323
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/prdata_0_iv[12]:D,36096
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/prdata_0_iv[12]:Y,35323
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sdif0_areset_n_RNI1MJ6/U0_RGB1:An,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sdif0_areset_n_RNI1MJ6/U0_RGB1:YL,15560
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CountIsZeroReg:ALn,16528
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CountIsZeroReg:CLK,17613
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CountIsZeroReg:D,14982
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CountIsZeroReg:Q,17613
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_70:B,75868
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_70:IPB,75868
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_15:A,11429
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_15:B,11388
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_15:IPA,11429
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_15:IPB,11388
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_pktsel:ALn,15351
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_pktsel:CLK,17569
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_pktsel:EN,13724
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_pktsel:Q,17569
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_spi_data_out_5_u_i_m2_i_m2_2_1_wmux_2:A,11784
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_spi_data_out_5_u_i_m2_i_m2_2_1_wmux_2:B,16470
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_spi_data_out_5_u_i_m2_i_m2_2_1_wmux_2:C,13054
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_spi_data_out_5_u_i_m2_i_m2_2_1_wmux_2:D,12903
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_spi_data_out_5_u_i_m2_i_m2_2_1_wmux_2:FCI,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_spi_data_out_5_u_i_m2_i_m2_2_1_wmux_2:FCO,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/mtx_spi_data_out_5_u_i_m2_i_m2_2_1_wmux_2:Y,11784
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_2[2]:A,12295
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_2[2]:B,12196
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_2[2]:C,11063
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_2[2]:Y,11063
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/status_byte[1]:A,11405
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/status_byte[1]:B,11314
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/status_byte[1]:Y,11314
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/rx_cmdsize_4_1:A,16506
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/rx_cmdsize_4_1:B,16419
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/rx_cmdsize_4_1:C,16372
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/rx_cmdsize_4_1:D,16277
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/rx_cmdsize_4_1:Y,16277
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_66:B,75800
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_66:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_66:IPB,75800
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_ADDR_11_PAD/U_IOPAD:D,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_ADDR_11_PAD/U_IOPAD:E,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_ADDR_11_PAD/U_IOPAD:PAD,
m2s_creative_demo_0/ddr_mss_sb_0/FABOSC_0/I_RCOSC_25_50MHZ_FAB:A,
m2s_creative_demo_0/ddr_mss_sb_0/FABOSC_0/I_RCOSC_25_50MHZ_FAB:CLKOUT,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_166:IPB,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/FIC_2_APB_M_PRDATA[12]:ALn,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/FIC_2_APB_M_PRDATA[12]:CLK,75855
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/FIC_2_APB_M_PRDATA[12]:D,35323
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/FIC_2_APB_M_PRDATA[12]:EN,78386
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/FIC_2_APB_M_PRDATA[12]:Q,75855
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_223:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_223:IPB,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/un1_stxs_strobetx37_2_0:A,14093
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/un1_stxs_strobetx37_2_0:B,13984
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/un1_stxs_strobetx37_2_0:C,15190
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/un1_stxs_strobetx37_2_0:D,15002
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/un1_stxs_strobetx37_2_0:Y,13984
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count_cry[5]:B,17402
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count_cry[5]:C,13608
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count_cry[5]:FCI,13552
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count_cry[5]:FCO,13552
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count_cry[5]:S,13590
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/FF_8:IPENn,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/FF_24:IPCLKn,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/SYNC1_msrxp_pktsel:ALn,16528
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/SYNC1_msrxp_pktsel:CLK,18668
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/SYNC1_msrxp_pktsel:D,17569
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/SYNC1_msrxp_pktsel:Q,18668
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/DataOut_3_sqmuxa_0_a2_0:A,14037
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/DataOut_3_sqmuxa_0_a2_0:B,13895
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/DataOut_3_sqmuxa_0_a2_0:C,10950
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/DataOut_3_sqmuxa_0_a2_0:Y,10950
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_238:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_238:IPB,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/rdata_5_2[0]:A,12491
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/rdata_5_2[0]:B,12400
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/rdata_5_2[0]:C,9953
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/rdata_5_2[0]:D,11154
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/rdata_5_2[0]:Y,9953
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/FF_23:IPENn,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_DQS_TMATCH_0_IN_PAD/U_IOINFF:A,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_DQS_TMATCH_0_IN_PAD/U_IOINFF:Y,
SD_SCLK_obuf/U0/U_IOPAD:D,
SD_SCLK_obuf/U0/U_IOPAD:E,
SD_SCLK_obuf/U0/U_IOPAD:PAD,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/counter_q[0]:ALn,16528
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/counter_q[0]:CLK,12262
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/counter_q[0]:D,11461
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/counter_q[0]:Q,12262
User_Interfaces_0/CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/iPRDATA31:A,10458
User_Interfaces_0/CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/iPRDATA31:B,10354
User_Interfaces_0/CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/iPRDATA31:C,10214
User_Interfaces_0/CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/iPRDATA31:Y,10214
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/counter_q[4]:ALn,16528
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/counter_q[4]:CLK,13400
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/counter_q[4]:D,11282
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/counter_q[4]:Q,13400
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_139:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_139:IPB,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/txfifo_datadelay[1]:ALn,16528
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/txfifo_datadelay[1]:CLK,16368
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/txfifo_datadelay[1]:D,15282
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/txfifo_datadelay[1]:Q,16368
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/cfg_ssel[7]:ALn,16528
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/cfg_ssel[7]:CLK,13295
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/cfg_ssel[7]:D,17754
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/cfg_ssel[7]:EN,13361
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/cfg_ssel[7]:Q,13295
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/FF_20:IPENn,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTIl0l[4]:ALn,16528
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTIl0l[4]:CLK,14290
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTIl0l[4]:D,18668
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTIl0l[4]:EN,16192
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTIl0l[4]:Q,14290
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_135:B,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_135:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_135:IPB,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/data_out_d_i_i_a2[8]:A,13252
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/data_out_d_i_i_a2[8]:B,16493
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/data_out_d_i_i_a2[8]:Y,13252
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_state:ALn,15351
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_state:CLK,11377
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_state:EN,16203
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_state:Q,11377
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/clock_rx_re_i_0_o2:A,14205
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/clock_rx_re_i_0_o2:B,15054
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/clock_rx_re_i_0_o2:C,15115
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/clock_rx_re_i_0_o2:D,14998
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/clock_rx_re_i_0_o2:Y,14205
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[4]:A,16424
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[4]:B,17561
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[4]:Y,16424
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/int_raw_79[3]:A,11160
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/int_raw_79[3]:B,16454
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/int_raw_79[3]:C,15792
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/int_raw_79[3]:Y,11160
User_Interfaces_0/CoreAPB3_C0_0/CoreAPB3_C0_0/iPSELS_1[1]:A,7668
User_Interfaces_0/CoreAPB3_C0_0/CoreAPB3_C0_0/iPSELS_1[1]:B,7516
User_Interfaces_0/CoreAPB3_C0_0/CoreAPB3_C0_0/iPSELS_1[1]:Y,7516
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/FF_22:IPENn,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count[3]:ALn,16528
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count[3]:CLK,13817
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count[3]:D,13608
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count[3]:Q,13817
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_122:IPA,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load[25]:ALn,16528
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load[25]:CLK,16969
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load[25]:D,17827
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load[25]:EN,13140
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load[25]:Q,16969
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_14:A,11452
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_14:IPA,11452
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_251:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_251:IPB,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/TimerPre[2]:ALn,16528
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/TimerPre[2]:CLK,14065
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/TimerPre[2]:D,17857
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/TimerPre[2]:EN,13362
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/TimerPre[2]:Q,14065
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_270:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_270:IPB,
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].APB_32.GPOUT_reg53:A,12322
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].APB_32.GPOUT_reg53:B,12002
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].APB_32.GPOUT_reg53:C,9985
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].APB_32.GPOUT_reg53:D,10806
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/xhdl1.GEN_BITS[0].APB_32.GPOUT_reg53:Y,9985
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/CLK_DIV[3]:ALn,16528
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/CLK_DIV[3]:CLK,13318
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/CLK_DIV[3]:D,18030
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/CLK_DIV[3]:EN,13369
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/CLK_DIV[3]:Q,13318
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/un1_counter_q_i_m2_1[3]:A,14156
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/un1_counter_q_i_m2_1[3]:B,12875
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/un1_counter_q_i_m2_1[3]:C,7602
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/un1_counter_q_i_m2_1[3]:D,7516
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/un1_counter_q_i_m2_1[3]:Y,7516
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/spi_clk_count[2]:ALn,16528
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/spi_clk_count[2]:CLK,13697
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/spi_clk_count[2]:D,13608
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/spi_clk_count[2]:Q,13697
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[14]:ALn,16528
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[14]:CLK,12001
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[14]:D,12109
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[14]:EN,11858
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[14]:Q,12001
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PreScale[0]:ALn,16528
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PreScale[0]:CLK,12781
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PreScale[0]:D,12205
