pin,slack
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTl0ol/CUARTIOL0:ALn,16179
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTl0ol/CUARTIOL0:CLK,16342
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTl0ol/CUARTIOL0:D,14581
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTl0ol/CUARTIOL0:EN,13363
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTl0ol/CUARTIOL0:LAT,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTl0ol/CUARTIOL0:Q,16342
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTl0ol/CUARTIOL0:SD,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTl0ol/CUARTIOL0:SLn,
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/GEN_BITS_0_REG_GEN_CONFIG_reg_GEN_BITS_0_REG_GEN_CONFIG_reg_0_0/FF_19:EN,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_0_iv[5]:A,17651
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_0_iv[5]:B,17561
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_0_iv[5]:C,12167
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_0_iv[5]:D,12165
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_0_iv[5]:Y,12165
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/GEN_BITS_1_APB_32_INTR_reg_43_0_m3_1_1[1]:A,14030
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/GEN_BITS_1_APB_32_INTR_reg_43_0_m3_1_1[1]:B,13980
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/GEN_BITS_1_APB_32_INTR_reg_43_0_m3_1_1[1]:C,13869
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/GEN_BITS_1_APB_32_INTR_reg_43_0_m3_1_1[1]:Y,13869
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/edge_both_2_sqmuxa_1_i:A,11998
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/edge_both_2_sqmuxa_1_i:B,17506
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/edge_both_2_sqmuxa_1_i:Y,11998
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/GEN_BITS_0_REG_GEN_CONFIG_regrff_1_RNI07PD1:A,9170
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/GEN_BITS_0_REG_GEN_CONFIG_regrff_1_RNI07PD1:B,10301
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/GEN_BITS_0_REG_GEN_CONFIG_regrff_1_RNI07PD1:C,8968
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/GEN_BITS_0_REG_GEN_CONFIG_regrff_1_RNI07PD1:D,8857
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/GEN_BITS_0_REG_GEN_CONFIG_regrff_1_RNI07PD1:Y,8857
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_3[5]:ADn,
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_3[5]:ALn,16179
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_3[5]:CLK,15415
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_3[5]:D,17663
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_3[5]:EN,12033
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_3[5]:LAT,
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_3[5]:Q,15415
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_3[5]:SD,
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_3[5]:SLn,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_274:A,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_274:B,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_274:C,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_274:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_274:IPB,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_dataerr_4_u:A,17643
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_dataerr_4_u:B,17561
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_dataerr_4_u:C,14145
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_dataerr_4_u:D,17290
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_dataerr_4_u:Y,14145
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/rd_pointer_q_3_i_0_o2[0]:A,12894
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/rd_pointer_q_3_i_0_o2[0]:B,15206
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/rd_pointer_q_3_i_0_o2[0]:Y,12894
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_245:A,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_245:B,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_245:C,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_245:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_245:IPB,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA_RNI0ANC[14]:A,11458
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA_RNI0ANC[14]:B,16873
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA_RNI0ANC[14]:Y,11458
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/SYNC3_stxp_strobetx:ADn,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/SYNC3_stxp_strobetx:ALn,16179
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/SYNC3_stxp_strobetx:CLK,10823
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/SYNC3_stxp_strobetx:D,18652
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/SYNC3_stxp_strobetx:EN,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/SYNC3_stxp_strobetx:LAT,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/SYNC3_stxp_strobetx:Q,10823
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/SYNC3_stxp_strobetx:SD,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/SYNC3_stxp_strobetx:SLn,
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/edge_both[0]:ADn,
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/edge_both[0]:ALn,16179
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/edge_both[0]:CLK,15410
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/edge_both[0]:D,16262
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/edge_both[0]:EN,10967
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/edge_both[0]:LAT,
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/edge_both[0]:Q,15410
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/edge_both[0]:SD,
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/edge_both[0]:SLn,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_246:A,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_246:B,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_246:C,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_246:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_246:IPB,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/LoadEnReg:ADn,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/LoadEnReg:ALn,16179
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/LoadEnReg:CLK,15507
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/LoadEnReg:D,13315
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/LoadEnReg:EN,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/LoadEnReg:LAT,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/LoadEnReg:Q,15507
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/LoadEnReg:SD,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/LoadEnReg:SLn,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_93:A,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_93:B,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_93:C,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_93:IPA,
SD_SDO_obuf/U0/U_IOOUTFF:A,
SD_SDO_obuf/U0/U_IOOUTFF:Y,
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/CONFIG_reg_3[3]:ADn,
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/CONFIG_reg_3[3]:ALn,16179
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/CONFIG_reg_3[3]:CLK,16535
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/CONFIG_reg_3[3]:D,17855
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/CONFIG_reg_3[3]:EN,12033
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/CONFIG_reg_3[3]:LAT,
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/CONFIG_reg_3[3]:Q,16535
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/CONFIG_reg_3[3]:SD,
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/CONFIG_reg_3[3]:SLn,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_DQ_13_PAD/U_IOINFF:A,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_DQ_13_PAD/U_IOINFF:Y,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/control1[4]:ADn,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/control1[4]:ALn,16179
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/control1[4]:CLK,10082
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/control1[4]:D,17772
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/control1[4]:EN,14213
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/control1[4]:LAT,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/control1[4]:Q,10082
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/control1[4]:SD,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/control1[4]:SLn,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_16:B,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_16:C,18774
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_16:IPB,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_16:IPC,18774
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/control1[1]:ADn,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/control1[1]:ALn,16179
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/control1[1]:CLK,8922
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/control1[1]:D,17846
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/control1[1]:EN,13376
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/control1[1]:LAT,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/control1[1]:Q,8922
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/control1[1]:SD,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/control1[1]:SLn,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/CFG_15:B,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/CFG_15:C,17842
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/CFG_15:IPB,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/CFG_15:IPC,17842
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_state_ns_0_0_o2[0]:A,15093
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_state_ns_0_0_o2[0]:B,13916
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_state_ns_0_0_o2[0]:C,14980
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_state_ns_0_0_o2[0]:Y,13916
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/un1_sresetn_1:A,15286
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/un1_sresetn_1:B,16254
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/un1_sresetn_1:C,14997
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/un1_sresetn_1:D,14893
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/un1_sresetn_1:Y,14893
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[11]:ADn,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[11]:ALn,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[11]:CLK,77519
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[11]:D,80919
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[11]:EN,36234
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[11]:LAT,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[11]:Q,77519
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[11]:SD,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[11]:SLn,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_DQ_15_PAD/U_IOINFF:A,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_DQ_15_PAD/U_IOINFF:Y,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/DataOut_1_sqmuxa_1:A,12319
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/DataOut_1_sqmuxa_1:B,12337
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/DataOut_1_sqmuxa_1:Y,12319
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_161:A,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_161:B,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_161:C,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_161:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_161:IPB,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/FIC_2_APB_M_PRDATA_0[2]:ADn,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/FIC_2_APB_M_PRDATA_0[2]:ALn,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/FIC_2_APB_M_PRDATA_0[2]:CLK,75527
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/FIC_2_APB_M_PRDATA_0[2]:D,35100
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/FIC_2_APB_M_PRDATA_0[2]:EN,78394
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/FIC_2_APB_M_PRDATA_0[2]:LAT,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/FIC_2_APB_M_PRDATA_0[2]:Q,75527
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/FIC_2_APB_M_PRDATA_0[2]:SD,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/FIC_2_APB_M_PRDATA_0[2]:SLn,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr_cry[6]:A,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr_cry[6]:B,17308
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr_cry[6]:C,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr_cry[6]:D,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr_cry[6]:FCI,17186
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr_cry[6]:FCO,17186
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr_cry[6]:S,17319
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CtrlReg[0]:ADn,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CtrlReg[0]:ALn,16179
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CtrlReg[0]:CLK,16658
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CtrlReg[0]:D,17845
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CtrlReg[0]:EN,13445
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CtrlReg[0]:LAT,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CtrlReg[0]:Q,16658
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CtrlReg[0]:SD,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CtrlReg[0]:SLn,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_4_am[3]:A,9163
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_4_am[3]:B,9998
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_4_am[3]:C,9914
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_4_am[3]:Y,9163
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/GEN_BITS_0_REG_GEN_CONFIG_regrff_1_RNIUKPG1:A,7759
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/GEN_BITS_0_REG_GEN_CONFIG_regrff_1_RNIUKPG1:B,8890
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/GEN_BITS_0_REG_GEN_CONFIG_regrff_1_RNIUKPG1:C,7557
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/GEN_BITS_0_REG_GEN_CONFIG_regrff_1_RNIUKPG1:D,7446
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/GEN_BITS_0_REG_GEN_CONFIG_regrff_1_RNIUKPG1:Y,7446
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/next_count_ddr_enable_0_sqmuxa_0_a3:A,16642
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/next_count_ddr_enable_0_sqmuxa_0_a3:B,16544
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/next_count_ddr_enable_0_sqmuxa_0_a3:Y,16544
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/GEN_BITS_0_REG_GEN_CONFIG_reg_GEN_BITS_0_REG_GEN_CONFIG_reg_0_0/FF_0:CLK,
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/GEN_BITS_0_REG_GEN_CONFIG_reg_GEN_BITS_0_REG_GEN_CONFIG_reg_0_0/FF_0:IPCLKn,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_50:A,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_50:B,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_50:C,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_50:IPA,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/rx_cmdsize_0_sqmuxa_0_a3:A,16490
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/rx_cmdsize_0_sqmuxa_0_a3:B,16442
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/rx_cmdsize_0_sqmuxa_0_a3:C,15165
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/rx_cmdsize_0_sqmuxa_0_a3:D,15138
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/rx_cmdsize_0_sqmuxa_0_a3:Y,15138
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/GEN_BITS_0_REG_GEN_CONFIG_reg_GEN_BITS_0_REG_GEN_CONFIG_reg_0_0/CFG_7:C,
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/GEN_BITS_0_REG_GEN_CONFIG_reg_GEN_BITS_0_REG_GEN_CONFIG_reg_0_0/CFG_7:IPC,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/prdata_0_iv[12]:A,36351
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/prdata_0_iv[12]:B,35257
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/prdata_0_iv[12]:C,77519
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/prdata_0_iv[12]:D,74276
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/prdata_0_iv[12]:Y,35257
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/GEN_BITS_0_REG_GEN_CONFIG_reg_GEN_BITS_0_REG_GEN_CONFIG_reg_0_0/FF_20:EN,
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/GEN_BITS_0_REG_GEN_CONFIG_reg_GEN_BITS_0_REG_GEN_CONFIG_reg_0_0/FF_20:IPENn,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CountIsZeroReg:ADn,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CountIsZeroReg:ALn,16179
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CountIsZeroReg:CLK,17613
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CountIsZeroReg:D,15015
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CountIsZeroReg:EN,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CountIsZeroReg:LAT,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CountIsZeroReg:Q,17613
